molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,mean_standard_value
CHEMBL1688154,CSc1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,20000.0,nM,20000.0
CHEMBL1688155,C[S+]([O-])c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,100000.0,nM,100000.0
CHEMBL1688156,CS(=O)(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,100000.0,nM,100000.0
CHEMBL1688157,NS(=O)(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,100000.0,nM,100000.0
CHEMBL1688158,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc(C(F)(F)F)cc1,IC50,100000.0,nM,100000.0
CHEMBL1688159,COC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,11000.0,nM,11000.0
CHEMBL1688160,O=C(O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,100000.0,nM,100000.0
CHEMBL1688161,CC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,88000.0,nM,88500.0
CHEMBL1688162,O=C(c1ccccc1)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,IC50,20000.0,nM,20000.0
CHEMBL1688163,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccncc1,IC50,20000.0,nM,20000.0
CHEMBL1688164,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1cccnc1,IC50,200000.0,nM,200000.0
CHEMBL1688165,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccccn1,IC50,200000.0,nM,200000.0
CHEMBL1688166,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1cc[n+]([O-])cc1,IC50,200000.0,nM,200000.0
CHEMBL1688167,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc[n+]([O-])c1,IC50,200000.0,nM,200000.0
CHEMBL1688168,O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1cccc[n+]1[O-],IC50,200000.0,nM,200000.0
CHEMBL1688169,CCCN1C(=O)c2ccccc2C1(OC1CCC(O)C1)c1ccc(F)cc1,IC50,20000.0,nM,20000.0
CHEMBL1688170,O=C1c2ccccc2C(OC2CCC(O)C2)(c2ccc(Cl)cc2)N1Cc1ccccc1,IC50,3000.0,nM,3000.0
CHEMBL1688251,O=C1c2ccccc2C(OC2CCC(O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,700.0,nM,700.0
CHEMBL1688252,O=C1c2ccccc2C(O[C@H]2CC[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,400.0,nM,400.0
CHEMBL1688253,N#Cc1ccc(CN2C(=O)c3ccccc3C2(O[C@H]2CC[C@@H](O)C2)c2ccc(Cl)cc2)cc1,IC50,2300.0,nM,2300.0
CHEMBL1688254,O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccccc1,IC50,4700.0,nM,3500.0
CHEMBL1688255,O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,IC50,1500.0,nM,1500.0
CHEMBL1688256,Cc1ccc(CN2C(=O)c3ccccc3C2(O[C@H]2C=C[C@@H](O)C2)c2ccc(Cl)cc2)cc1,IC50,1400.0,nM,1400.0
CHEMBL1688257,O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,1900.0,nM,1650.0
CHEMBL1688258,O=C1c2ccccc2C(OC/C=C\CO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,400.0,nM,401.0
CHEMBL1688259,O=C1c2ccccc2C(OCCCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,450.0,nM,450.0
CHEMBL1688260,O=C1c2ccccc2C(OCCCCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,360.0,nM,360.0
CHEMBL1688261,N#Cc1ccc(CN2C(=O)c3ccccc3C2(OCCCCO)c2ccc(Cl)cc2)cc1,IC50,3500.0,nM,3500.0
CHEMBL1688262,C[C@@H](c1ccc(Cl)cc1)N1C(=O)c2ccccc2C1(OCCCCO)c1ccc(Cl)cc1,IC50,900.0,nM,884.5
CHEMBL1688263,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2ccccc2C1(OCCCCO)c1ccc(Cl)cc1,IC50,2500.0,nM,2500.0
CHEMBL1688264,O=C1c2ccccc2C(OCCCCO)(c2ccc(Cl)cc2)N1CCc1ccc([N+](=O)[O-])cc1,IC50,3200.0,nM,3200.0
CHEMBL1688265,O=C1c2ccccc2C(OCCCO)(c2ccc(Br)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,1400.0,nM,1400.0
CHEMBL1688266,O=C1c2ccccc2C(OCCCCO)(c2ccc(Br)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,570.0,nM,570.0
CHEMBL1688267,O=C1c2ccccc2C(OCc2ccc(CO)cc2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,980.0,nM,981.5
CHEMBL1688268,O=C1c2ccccc2C(OC[C@H]2CC[C@H](CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,580.0,nM,581.0
CHEMBL1688269,O=C1c2ccccc2C(OCc2cccc(CO)c2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,730.0,nM,731.0
CHEMBL1688270,O=C1c2ccccc2C(O[C@H]2CCC[C@H](O)CCC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,380.0,nM,380.0
CHEMBL1688271,O=C1c2ccccc2C(OCC#CCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,660.0,nM,658.0
CHEMBL1688272,O=C1c2ccccc2C(OC[C@@H]2CCCC[C@@H]2CO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,570.0,nM,569.5
CHEMBL1688273,CC(C)(CO)COC1(c2ccc(Cl)cc2)c2ccccc2C(=O)N1Cc1ccc([N+](=O)[O-])cc1,IC50,400.0,nM,397.5
CHEMBL1688274,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,230.0,nM,264.0
CHEMBL1688275,O=C1c2ccccc2C(O[C@H]2CC[C@H](O)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,390.0,nM,390.0
CHEMBL1688276,O=C1c2ccccc2C(O[C@@H]2C=C[C@@H](O)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,310.0,nM,308.0
CHEMBL1688277,N#Cc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,1800.0,nM,1795.0
CHEMBL1688278,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(F)cc1,IC50,2600.0,nM,2600.0
CHEMBL1688279,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,IC50,2300.0,nM,2305.0
CHEMBL1688280,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(Br)cc1,IC50,1200.0,nM,1200.0
CHEMBL1688281,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(I)cc1,IC50,1500.0,nM,1500.0
CHEMBL1688282,Cc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,2300.0,nM,2300.0
CHEMBL1688283,COc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,2800.0,nM,2800.0
CHEMBL1688284,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2ccccc2C1(OCC1(CO)CC1)c1ccc(Cl)cc1,IC50,8800.0,nM,8800.0
CHEMBL1688285,C[C@@H](c1ccc(Cl)cc1)N1C(=O)c2ccccc2C1(OCC1(CO)CC1)c1ccc(Cl)cc1,IC50,8900.0,nM,8900.0
CHEMBL1688286,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccc2ccccc12,IC50,49000.0,nM,49000.0
CHEMBL1688287,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccc(Br)c1,IC50,47000.0,nM,47000.0
CHEMBL1688288,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(C(F)(F)F)cc1,IC50,214000.0,nM,214000.0
CHEMBL1688289,CSc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,175000.0,nM,175000.0
CHEMBL1688290,COC(=O)c1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,20000.0,nM,20000.0
CHEMBL1688291,O=C(O)c1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,20000.0,nM,20000.0
CHEMBL1688292,NC(=O)c1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,50000.0,nM,50000.0
CHEMBL1688293,CC(=O)c1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,17000.0,nM,17000.0
CHEMBL1688294,O=C(c1ccccc1)c1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,IC50,100000.0,nM,100000.0
CHEMBL1688295,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccncc1,IC50,252000.0,nM,252000.0
CHEMBL1688296,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccnc1,IC50,29000.0,nM,29000.0
CHEMBL1688297,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccccn1,IC50,11000.0,nM,10800.0
CHEMBL1688298,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cc[n+]([O-])cc1,IC50,200000.0,nM,200000.0
CHEMBL1688299,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc[n+]([O-])c1,IC50,200000.0,nM,200000.0
CHEMBL1688300,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1cccc[n+]1[O-],IC50,33000.0,nM,33000.0
CHEMBL1688301,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(-n2cnnc2)cc1,IC50,20000.0,nM,20000.0
CHEMBL1688302,O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(S(=O)(=O)C(F)(F)F)cc1,IC50,50000.0,nM,50000.0
CHEMBL1688303,O=C1c2ccccc2[C@](OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,170.0,nM,170.0
CHEMBL1688304,O=C1c2ccccc2[C@@](OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,IC50,1300.0,nM,1300.0
CHEMBL1689393,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O)[C@@H](C)O,IC50,44.0,nM,44.0
CHEMBL1689394,COc1ccc(N2N=C3CC2(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c[nH]c4ccccc24)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O)CCCCNC3=O)cc1,IC50,61.0,nM,61.0
CHEMBL1689395,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,71.0,nM,71.0
CHEMBL1689396,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(N)=O,IC50,160.0,nM,160.0
CHEMBL1689397,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,170.0,nM,170.0
CHEMBL1689398,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,IC50,6.2,nM,6.2
CHEMBL1689399,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,IC50,15.0,nM,15.0
CHEMBL1689400,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,IC50,18.0,nM,18.0
CHEMBL1689401,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,IC50,39.0,nM,39.0
CHEMBL1689402,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,IC50,28.0,nM,28.0
CHEMBL1689403,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,IC50,14.0,nM,14.0
CHEMBL1689404,COc1ccc(N2N=C(C(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CO)C(N)=O)CC2C(N)=O)cc1,IC50,2300.0,nM,2300.0
CHEMBL1689405,CC(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,28.0,nM,28.0
CHEMBL1689406,CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,10.0,nM,10.0
CHEMBL1689407,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,77.0,nM,77.0
CHEMBL1689408,CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,1600.0,nM,1600.0
CHEMBL1689409,CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,31.0,nM,31.0
CHEMBL1689410,CC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,IC50,48.0,nM,48.0
CHEMBL1689411,CC(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CO)C(N)=O,IC50,48.0,nM,48.0
CHEMBL407632,CCOc1cc(OC)ccc1C1=N[C@@H](c2ccc(Br)cc2)[C@@H](c2ccc(Br)cc2)N1C(=O)N1CCN(CCO)CC1,IC50,140.0,nM,140.0
CHEMBL2152332,COc1ccc(C2=N[C@H](c3ccc(Cl)cc3)[C@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,IC50,13600.0,nM,6854.0
CHEMBL2152318,CC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,2700.0,nM,2700.0
CHEMBL2152319,CCC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,1800.0,nM,1800.0
CHEMBL2152320,CC(C)C1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,260.0,nM,260.0
CHEMBL2152321,CCCC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,3100.0,nM,3100.0
CHEMBL2152322,O=C1CN(C(=O)C2=C(C3CC3)N3C(=N[C@@H](c4ccc(Cl)cc4)[C@H]3c3ccc(Cl)cc3)S2)CCN1,IC50,9500.0,nM,9500.0
CHEMBL2152323,CC(C)(C)C1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,3000.0,nM,3000.0
CHEMBL2151052,COCC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,7100.0,nM,7100.0
CHEMBL211045,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,IC50,180.0,nM,294.8333333333333
CHEMBL2152324,CC(=O)N1CCN(C(=O)C2=C(C(C)C)N3C(=N[C@@H](c4ccc(Cl)cc4)[C@H]3c3ccc(Cl)cc3)S2)CC1,IC50,840.0,nM,840.0
CHEMBL2152325,CC(C)C1=C(C(=O)N2CCC(C(=O)N(C)C)CC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,4400.0,nM,4400.0
CHEMBL2152326,CC(C)C1=C(C(=O)N2CCOCC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,340.0,nM,340.0
CHEMBL2152327,CC(C)C1=C(C(=O)N2CCNC(=O)CC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,1100.0,nM,1100.0
CHEMBL2152328,CC(C)C1=C(C(=O)N2CCN(CCO)CC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,1800.0,nM,1800.0
CHEMBL2152329,CC(C)C1=C(C(=O)N2CCN(C)CC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,1200.0,nM,1200.0
CHEMBL2152330,CC(C)C1=C(C(=O)N2C[C@@H](C)N[C@@H](C)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,140.0,nM,140.0
CHEMBL2152331,CC(C)C1=C(C(=O)N2CCNC(=O)C2)SC2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N21,IC50,160.0,nM,6030.0
CHEMBL2315846,CC(C)C1=C(C(=O)N2CC[C@H]2C(=O)N(C)C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,IC50,140.0,nM,140.0
CHEMBL2347375,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,IC50,21.3,nM,15.350000000000001
