molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units
CHEMBL4789298,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@H]1CCC(=O)NCCCC[C@@H](CN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O)S(C)(=O)=O)NC(=O)[C@H](C)NC(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)C[C@H](Cc2ccc(O)cc2)NC1=O)S(C)(=O)=O)[C@@H](C)O,IC50,9000.0,nM
CHEMBL5204846,Cc1c(Cl)ccc2cc(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)[nH]c12,IC50,17.3,nM
CHEMBL5182359,CC(C)(C)Oc1cc(C(=O)CC(N)=O)ccc1C1=N[C@@H](c2ccc(C(=O)O)cc2)[C@@H](c2c[nH]c3ccc(Cl)cc23)N1C(=O)N1CCNC(=O)C1,IC50,6.0,nM
CHEMBL5199785,COc1cc(Cc2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(O)c1OC,IC50,10.6,nM
CHEMBL5171791,CN1CCC(=O)NCCSCCS(=O)(=O)CCN(Cc2ccc(C#N)cc2)CC(=O)N[C@@H](Cc2cc3ccc(Cl)cc3[nH]2)C1=O,IC50,600.0,nM
CHEMBL5199202,CC(=O)NC(CCCCN)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,2.8,nM
CHEMBL5171373,CC(=O)NC(CCCCNC(=O)c1cccc(I)c1)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,6.3,nM
CHEMBL5200711,CC(=O)NC(CCCCNC(=O)c1cccc([127I])c1)C(=O)NCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,48.5,nM
CHEMBL5172740,CCOC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,IC50,11.65,nM
CHEMBL5169788,CC(C)C[C@H](NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)O,IC50,202.0,nM
CHEMBL5179024,CCOC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccc(N=C=S)cc12,IC50,6.81,nM
CHEMBL5196857,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,IC50,6.0,nM
CHEMBL2386346,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,IC50,18.0,nM
CHEMBL4091801,CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,IC50,3.8,nM
CHEMBL5206050,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N([C@@H](C)c2cccc(Cl)c2)C3=O)c(OC)n1,IC50,9.0,nM
CHEMBL2402573,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1,IC50,9.0,nM
CHEMBL3601398,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,IC50,1.7,nM
CHEMBL3653256,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,IC50,0.21,nM
CHEMBL5180980,C[C@@H](c1ccc(Cl)cc1Cl)n1cnc(-c2ccccc2)c1-c1c(C(=O)Nc2cc(C(=O)O)ccc2N2CCC(N3CCCOC3=O)CC2)[nH]c2cc(Cl)ccc12,IC50,0.1,nM
CHEMBL5290323,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)NC(=O)[C@H](CC2CCC2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O,IC50,0.9,nM
CHEMBL3657129,COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,IC50,0.21,nM
CHEMBL3347578,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O,IC50,20.0,nM
CHEMBL5273706,CC(C)C[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O,IC50,44.0,nM
CHEMBL191334,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,IC50,18.7,nM
CHEMBL5267044,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,33.0,nM
CHEMBL3220312,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,17.3,nM
CHEMBL5267194,COc1cccc2c(C(=O)N[C@H]3CCN(c4ccc(C)cc4)C3)c[nH]c12,IC50,50000.0,nM
CHEMBL5395151,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@@H]2C[C@@H](CN2C(=O)c2ccccc2)NC(=O)[C@H](Cc2cccc(C(F)(F)F)c2)NC(=O)[C@@H](C(C)C)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,43.0,nM
CHEMBL5410760,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)C[C@H](C(N)=O)NC(=O)[C@@H]2C[C@@H](CN2C(=O)c2ccccc2)NC(=O)[C@H](Cc2cccc(C(F)(F)F)c2)NC(=O)[C@@H](C(C)C)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,9.0,nM
CHEMBL5434688,CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)Cn2cc(nn2)CC(C(N)=O)NC(=O)[C@@H](Cc2ccsc2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)C[C@@H](C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC1=O,IC50,8100.0,nM
CHEMBL5425065,CC(C)[C@@H]1NC(=O)Cn2cc(nn2)CC(C(N)=O)NC(=O)[C@@H]2C[C@@H](CN2C(=O)c2ccccc2)NC(=O)[C@H](Cc2cccc(C(F)(F)F)c2)NC(=O)[C@@H](C(C)C)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,90.0,nM
CHEMBL3220312,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,17.3,nM
CHEMBL5314455,Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,2.0,nM
CHEMBL5267044,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,33.0,nM
CHEMBL3653256,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,IC50,0.21,nM
CHEMBL3601398,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,IC50,1.7,nM
CHEMBL5593446,CCOC(=O)C1=NN(C2CCCCC2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,20.0,nM
CHEMBL5592473,CCOC(=O)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,70.0,nM
CHEMBL5591432,O=C(Nc1cccc(-n2ccc(-c3ccccc3)n2)c1)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(O)c1,IC50,30.0,nM
CHEMBL5583623,O=C(Nc1cccc(-n2cccn2)c1)C1=NN(c2ccc(Cl)cc2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(O)c1,IC50,40.0,nM
CHEMBL5596017,COc1cc(Cc2c(-c3ccccc3)[nH]c3cc(C)ccc23)cc(OC)c1OC,IC50,300.0,nM
CHEMBL2313485,COc1cc(C(O)c2c(-c3cc[nH]c3)[nH]c3ccccc23)cc(OC)c1OC,IC50,90.0,nM
CHEMBL2313487,COc1cc(Cc2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(OC)c1OC,IC50,10.0,nM
CHEMBL4095983,O=C(CC(c1ccccc1)c1ccccc1)N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O,IC50,8.0,nM
CHEMBL4068667,CC(CC(=O)N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1ccccc1,IC50,140.0,nM
CHEMBL5267044,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,30.0,nM
CHEMBL3220312,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,20.0,nM
CHEMBL5593501,COc1cccc2c1NCC2C(=O)N[C@H]1CCN(c2ccc(C)cc2)C1,IC50,50000.0,nM
CHEMBL3774508,CC(C)C(=O)Nc1ccccc1SC(=O)C(C)C,IC50,13100.0,nM
CHEMBL5892214,Cc1cccc(-c2nc3nc(C(=O)O)nc(N(C)CC(C)(C)C)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,899.2,nM
CHEMBL5876687,CCCCN(C)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,833.7,nM
CHEMBL6064604,Cc1cccc(-c2nc3nc(C(=O)O)nc(N4CCCC4C(C)C)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,722.9,nM
CHEMBL6001656,CCCC1CCCN1c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,754.2,nM
CHEMBL5748341,CCC(C)CN(C)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,729.9,nM
CHEMBL5859863,CCCCCN(C)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,IC50,731.2,nM
CHEMBL5909000,Cc1cccc(-c2nc3nc(C(=O)O)nc(N4CCCC4C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,352.1,nM
CHEMBL5782626,Cc1cccc(-c2nc3nc(C(=O)O)nc(N4CCC4C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,805.6,nM
CHEMBL3108932,CCCCNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108932,CCCCNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108933,CCN(CC)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108933,CCN(CC)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108934,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)NC(C)(C)C)CO1,IC50,7300.0,nM
CHEMBL3108934,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)NC(C)(C)C)CO1,IC50,7300.0,nM
CHEMBL3108935,CCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,3200.0,nM
CHEMBL3108935,CCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,3200.0,nM
CHEMBL3108936,COCCNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108936,COCCNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108937,CCCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,3200.0,nM
CHEMBL3108937,CCCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,3200.0,nM
CHEMBL3108938,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)C)CO1,IC50,3400.0,nM
CHEMBL3108938,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)C)CO1,IC50,3400.0,nM
CHEMBL3108939,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)(C)C)CO1,IC50,2700.0,nM
CHEMBL3108939,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)(C)C)CO1,IC50,2700.0,nM
CHEMBL3108944,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C)CO1,IC50,4400.0,nM
CHEMBL3108944,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C)CO1,IC50,4400.0,nM
CHEMBL3108945,CNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108945,CNC(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,IC50,10000.0,nM
CHEMBL3108946,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(N)=O)CO1,IC50,10000.0,nM
CHEMBL3108946,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(N)=O)CO1,IC50,10000.0,nM
CHEMBL5855113,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(N(C)C)ccc3OC(F)(F)F)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,11.44,nM
CHEMBL5879488,CCc1ccc(Cl)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,23.75,nM
CHEMBL5796860,CC(C)c1ccc(OC(F)(F)F)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)c(F)c2)c1,IC50,15.25,nM
CHEMBL5765482,CC(C)c1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)ccn1,IC50,58.76,nM
CHEMBL5997167,C=C(C)c1cc(C)nc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,50.18,nM
CHEMBL5981818,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(Cl)c(F)c2)c1,IC50,2.793,nM
CHEMBL5093756,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)s2)c1,IC50,26.95,nM
CHEMBL6034972,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(O)c4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,20.05,nM
CHEMBL5803922,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(Cc4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,37.35,nM
CHEMBL5820714,CC(C)c1cc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)ncc1F,IC50,3.958,nM
CHEMBL5928735,CC(C)c1ccc(O)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,50.33,nM
CHEMBL5938993,CCOc1ccc(C(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,29.43,nM
CHEMBL5939658,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N(C)[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)c(F)c2)c1,IC50,157.7,nM
CHEMBL5886001,CCC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,3.647,nM
CHEMBL5886001,CCC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,3.324,nM
CHEMBL5978050,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,25.32,nM
CHEMBL5961331,Cc1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,12.72,nM
CHEMBL5856156,Cc1cccnc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,45.66,nM
CHEMBL5827875,Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)n1,IC50,42.46,nM
CHEMBL5877875,COc1ccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)nc1,IC50,24.1,nM
CHEMBL5904192,Cc1ccc(C)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)n1,IC50,26.98,nM
CHEMBL5076274,CC(C)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,4.217,nM
CHEMBL5811061,COc1ccc(C)nc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,13.12,nM
CHEMBL5745011,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccc(S(C)(=O)=O)cc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,112.2,nM
CHEMBL5846614,Cc1cc2ncccc2cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,1068.0,nM
CHEMBL6045894,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(-c4ccccc4)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,12.12,nM
CHEMBL5805862,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(C)(C)O)ccn3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,9.415,nM
CHEMBL5911153,CC(O)c1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,12.36,nM
CHEMBL5840296,CCc1ccc(O)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,46.08,nM
CHEMBL5896749,COCOc1ccc(C(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,54.41,nM
CHEMBL5833961,CCc1ccc(OC)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,18.67,nM
CHEMBL5774148,CCOc1ccc(CC)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,23.62,nM
CHEMBL5848835,CCOc1ccc(C(F)(F)F)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,19.8,nM
CHEMBL5931573,COc1ccc(C(F)(F)F)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,27.75,nM
CHEMBL5785060,CCc1ccc(OCOC)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,23.15,nM
CHEMBL5824019,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cccc(C(N)=O)c3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,49.38,nM
CHEMBL5978684,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(C(F)(F)F)ccc3F)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,27.51,nM
CHEMBL5742391,Cc1ccc(N(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,58.5,nM
CHEMBL6050845,CCc1ccc(F)c(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,33.84,nM
CHEMBL5892763,COc1ccc(C(C)C)cc1-c1nc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c2n1Cc1ccc(C(F)(F)F)cc1,IC50,27.54,nM
CHEMBL5778647,C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3cc(N(C)C)ccc3O)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,IC50,77.05,nM
CHEMBL5964676,CCOc1ccnc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,IC50,11.77,nM
